otu,kingdom,phylum,class,order,family,genus,species,representative_gene
290251,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
29029,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
290338,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
290502,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
290582,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
290605,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
290787,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
29079,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291090,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
291097,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291111,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291179,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291199,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291267,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291380,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291470,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
291475,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291477,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291517,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291644,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Catabacteriaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291720,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291759,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
291950,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
291997,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
292016,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
29205,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
292080,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292124,k__Bacteria,p__Tenericutes,c__Mollicutes,o__RF39,f__unclassified,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292285,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
292294,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
292302,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
292360,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292386,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
292387,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292399,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__unclassified,number.1 gg_id:00000 some annotation
292544,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292591,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292633,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified,number.1 gg_id:00000 some annotation
292739,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
292817,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
292962,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
293015,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
293097,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
293221,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
293326,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
293511,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
293754,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
293780,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
293990,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294037,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294189,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294302,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified,number.1 gg_id:00000 some annotation
294370,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified,number.1 gg_id:00000 some annotation
294440,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__unclassified,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294491,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294535,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
294545,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified,number.1 gg_id:00000 some annotation
294639,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
294708,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294710,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
294834,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
294869,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
294901,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295028,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295075,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
295188,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295231,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295239,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295250,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295278,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295366,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295420,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295574,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295652,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295711,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295804,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
295851,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Clostridium,s__unclassified,number.1 gg_id:00000 some annotation
296041,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
296137,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified,number.1 gg_id:00000 some annotation
296146,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296165,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__unclassified,number.1 gg_id:00000 some annotation
296470,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_intestinalis,number.1 gg_id:00000 some annotation
296474,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296496,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
296723,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296726,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296860,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
296872,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__unclassified,number.1 gg_id:00000 some annotation
296901,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296918,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
296977,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__unclassified,number.1 gg_id:00000 some annotation
297045,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
297219,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297295,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
297372,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297411,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297554,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297708,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297808,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
297920,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298079,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298107,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298301,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298416,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
298460,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
298819,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298821,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
298984,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299008,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299019,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299115,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299128,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299233,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
299331,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299390,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia_producta,number.1 gg_id:00000 some annotation
299441,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299551,k__Bacteria,p__Cyanobacteria,c__4C0d-2,o__YS2,f__unclassified,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299687,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
299777,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Roseburia,s__unclassified,number.1 gg_id:00000 some annotation
299790,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Eubacterium,s__unclassified,number.1 gg_id:00000 some annotation
299892,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
299908,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300036,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300041,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300075,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300208,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300222,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
300235,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
